Time,T1,T2,T3,T4,T5,T6,T7,T8,Disp,Speed
1821,3269,3010,3181,3204,2734,3440,2876,2751,7869,0
1822,3269,3010,3181,3204,2734,3434,2876,2757,7882,0
1823,3256,3010,3175,3198,2734,3434,2870,2751,7885,0
1824,3250,3004,3162,3187,2728,3428,2870,2746,7888,0
1825,3256,3010,3169,3192,2734,3428,2876,2751,7881,0
1826,3246,2999,3156,3181,2734,3422,2870,2746,7878,0
1827,3250,3004,3156,3181,2734,3422,2876,2751,7887,0
1828,3246,3004,3150,3181,2734,3415,2876,2746,7891,0
1829,3240,2999,3150,3175,2734,3415,2876,2763,7885,0
1830,3240,2991,3139,3169,2728,3403,2870,2746,7901,0
1831,3233,2991,3139,3162,2728,3403,2870,2740,7894,0
1832,3227,2991,3133,3156,2734,3403,2870,2746,7893,0
1833,3221,2991,3127,3156,2728,3403,2870,2746,7898,0
1834,3221,2991,3121,3150,2734,3403,2870,2746,7902,0
1835,3215,2985,3121,3150,2734,3399,2870,2751,7902,0
1836,3215,2991,3121,3146,2734,3399,2876,2751,7918,0
1837,3215,2985,3116,3146,2734,3399,2876,2751,7905,0
1838,3210,2985,3116,3139,2740,3392,2876,2757,7912,0
1839,3198,2985,3110,3139,2734,3386,2870,2746,7918,0
1840,3204,2978,3104,3133,2734,3380,2870,2746,7927,0
1841,3198,2978,3104,3127,2734,3374,2870,2746,7914,0
1842,3192,2985,3104,3127,2734,3374,2870,2746,7923,0
1843,3187,2974,3098,3121,2734,3369,2863,2740,7931,0
1844,3187,2974,3093,3121,2740,3369,2870,2740,7916,0
1845,3175,2974,3087,3116,2734,3357,2863,2740,7927,0
1846,3175,2966,3081,3116,2734,3357,2859,2734,7926,0
1847,3169,2966,3087,3110,2740,3351,2863,2734,7929,0
1848,3162,2966,3081,3110,2740,3346,2859,2728,7930,0
1849,3156,2960,3075,3098,2734,3340,2853,2721,7927,0
1850,3162,2966,3081,3110,2740,3340,2859,2734,7934,0
1851,3150,2966,3075,3098,2734,3334,2853,2728,7924,0
1852,3156,2960,3070,3098,2734,3334,2853,2728,7927,0
1853,3162,2966,3075,3098,2740,3334,2859,2734,7934,0
1854,3156,2966,3070,3098,2740,3334,2863,2734,7933,0
1855,3156,2966,3070,3098,2740,3328,2859,2734,7931,0
1856,3150,2960,3064,3093,2740,3328,2859,2740,7933,0
1857,3150,2960,3064,3087,2734,3321,2863,2734,7935,0
1858,3146,2966,3064,3087,2734,3315,2863,2734,7937,0
1859,3146,2960,3060,3087,2734,3315,2859,2734,7937,0
1860,3139,2960,3054,3081,2734,3309,2859,2734,7953,0
1861,3139,2955,3047,3075,2728,3302,2859,2734,7937,0
1862,3133,2949,3047,3070,2728,3302,2853,2728,7943,0
1863,3133,2955,3047,3070,2734,3298,2859,2734,7953,0
1864,3121,2955,3043,3064,2728,3298,2853,2728,7956,0
1865,3121,2949,3037,3060,2728,3292,2853,2721,7950,0
1866,3127,2955,3043,3064,2734,3298,2859,2728,7954,0
1867,3121,2960,3043,3070,2728,3286,2853,2728,7957,0
1868,3121,2949,3043,3064,2734,3286,2859,2734,7963,0
1869,3121,2949,3037,3064,2734,3286,2863,2734,7953,0
1870,3116,2960,3037,3064,2734,3286,2859,2734,7959,0
1871,3127,2955,3043,3064,2734,3286,2863,2734,7970,0
1872,3121,2955,3037,3060,2734,3279,2859,2734,7963,0
1873,3116,2949,3037,3054,2734,3275,2859,2728,7964,0
1874,3116,2949,3037,3054,2734,3263,2859,2728,7959,0
1875,3121,2960,3043,3064,2740,3269,2863,2734,7966,0
1876,3110,2960,3037,3060,2740,3263,2863,2734,7971,0
1877,3098,2949,3024,3047,2734,3256,2859,2728,7975,0
1878,3110,2955,3037,3054,2740,3263,2859,2734,7976,0
1879,3098,2941,3024,3047,2734,3250,2859,2721,7976,0
1880,3098,2949,3020,3043,2734,3250,2859,2728,7975,0
1881,3104,2949,3031,3047,2740,3250,2859,2734,7970,0
1882,3098,2949,3031,3047,2740,3246,2859,2728,7979,0
1883,3110,2960,3031,3054,2746,3250,2863,2740,7982,0
1884,3098,2955,3024,3043,2740,3246,2859,2728,7986,0
1885,3087,2949,3020,3043,2734,3233,2853,2721,7985,0
1886,3087,2949,3020,3037,2734,3233,2853,2728,7987,0
1887,3081,2941,3010,3031,2734,3227,2849,2721,7978,0
1888,3081,2949,3014,3037,2734,3233,2853,2728,7985,0
1889,3081,2949,3020,3037,2734,3227,2853,2721,7988,0
1890,3081,2941,3014,3031,2734,3221,2853,2740,7984,0
1891,3075,2949,3010,3031,2734,3227,2859,2728,7993,0
1892,3081,2949,3014,3037,2740,3227,2859,2734,7990,0
1893,3081,2949,3014,3031,2740,3227,2859,2734,7994,0
1894,3081,2955,3020,3037,2746,3233,2863,2734,7995,0
1895,3081,2960,3020,3037,2740,3227,2863,2740,7995,0
1896,3070,2941,3010,3024,2734,3215,2853,2740,8000,0
1897,3064,2941,3010,3020,2734,3210,2853,2728,8003,0
1898,3064,2941,3004,3020,2728,3204,2849,2721,7993,0
1899,3060,2935,2999,3014,2734,3204,2853,2728,8003,0
1900,3064,2935,3004,3024,2734,3210,2859,2728,7996,0
1901,3060,2935,3004,3020,2734,3210,2859,2734,7997,0
1902,3054,2930,2999,3014,2734,3198,2853,2721,8009,0
1903,3054,2930,2999,3014,2734,3198,2853,2734,7995,0
1904,3047,2930,2999,3014,2734,3192,2853,2728,8008,0
1905,3054,2935,3020,3020,2740,3192,2859,2728,8048,8000
1906,3054,2949,3104,3024,2740,3192,2859,2734,8057,8000
1907,3047,2949,3181,3024,2740,3198,2853,2728,8060,8000
1908,3043,2955,3250,3024,2734,3198,2853,2740,8055,8000
1909,3047,2960,3328,3037,2734,3204,2853,2728,8050,8000
1910,3047,2974,3392,3043,2734,3215,2859,2728,8062,8000
1911,3047,2974,3451,3047,2734,3215,2853,2728,8054,8000
1912,3054,2978,3516,3060,2734,3215,2853,2728,8064,8000
1913,3054,2985,3562,3064,2734,3221,2853,2721,8053,8000
1914,3060,2999,3610,3075,2728,3233,2853,2721,8039,8000
1915,3064,2999,3654,3081,2734,3240,2853,2721,8048,8000
1916,3064,3004,3698,3093,2734,3246,2853,2721,8035,8000
1917,3081,3020,3739,3104,2734,3250,2859,2721,8040,8000
1918,3093,3020,3775,3116,2734,3256,2853,2728,8032,8000
1919,3098,3024,3810,3121,2734,3269,2859,2746,8025,8000
1920,3104,3037,3846,3133,2728,3279,2859,2734,8031,8000
1921,3121,3043,3875,3146,2728,3292,2859,2740,8018,8000
1922,3127,3047,3909,3156,2728,3298,2863,2740,8007,8000
1923,3146,3060,3946,3175,2734,3309,2870,2746,8019,8000
1924,3150,3060,3969,3181,2728,3315,2870,2746,7998,8000
1925,3162,3070,4009,3198,2734,3334,2882,2751,8004,8000
1926,3175,3081,4034,3210,2734,3340,2876,2757,7995,8000
1927,3187,3081,4051,3215,2734,3346,2876,2757,7989,8000
1928,3192,3087,4074,3233,2734,3351,2876,2757,7982,8000
1929,3204,3098,4103,3246,2734,3357,2876,2757,7976,8000
1930,3210,3098,4114,3250,2728,3363,2876,2757,7973,8000
1931,3227,3110,4149,3269,2734,3386,2886,2763,7974,8000
1932,3227,3110,4160,3279,2728,3386,2876,2757,7969,8000
1933,3233,3116,4170,3286,2728,3386,2876,2757,7961,8000
1934,3246,3121,4187,3302,2728,3399,2882,2763,7965,8000
1935,3246,3121,4199,3309,2721,3403,2882,2751,7963,8000
1936,3250,3127,4222,3321,2721,3403,2876,2757,7954,8000
1937,3269,3139,4245,3340,2728,3415,2882,2763,7937,8000
1938,3263,3133,4249,3346,2721,3422,2876,2757,7943,8000
1939,3279,3146,4281,3357,2715,3434,2882,2763,7942,8000
1940,3286,3150,4287,3369,2715,3440,2882,2757,7932,8000
1941,3292,3156,4316,3380,2715,3445,2882,2763,7927,8000
1942,3298,3162,4339,3392,2715,3451,2882,2757,7918,8000
1943,3315,3169,4362,3409,2721,3463,2886,2769,7910,8000
1944,3328,3175,4369,3422,2721,3468,2886,2763,7917,8000
1945,3334,3187,4392,3434,2721,3474,2886,2763,7904,8000
1946,3340,3181,4398,3440,2715,3474,2876,2757,7899,8000
1947,3351,3187,4421,3451,2721,3486,2886,2769,7895,8000
1948,3357,3192,4440,3463,2721,3493,2886,2769,7901,8000
1949,3363,3192,4450,3474,2721,3499,2882,2757,7888,8000
1950,3369,3198,4463,3486,2721,3503,2882,2763,7884,8000
1951,3374,3210,4469,3499,2721,3516,2882,2763,7884,8000
1952,3386,3204,4479,3503,2715,3522,2882,2763,7878,8000
1953,3386,3204,4492,3522,2715,3528,2882,2757,7862,8000
1954,3399,3215,4509,3528,2715,3532,2882,2763,7869,8000
1955,3409,3210,4521,3539,2715,3539,2882,2757,7868,8000
1956,3415,3215,4525,3551,2715,3539,2882,2769,7855,8000
1957,3415,3221,4536,3551,2715,3545,2882,2757,7852,8000
1958,3422,3215,4536,3555,2715,3551,2876,2763,7842,8000
1959,3434,3227,4553,3574,2721,3562,2882,2763,7851,8000
1960,3445,3227,4548,3581,2721,3568,2882,2763,7835,8000
1961,3451,3227,4553,3587,2715,3574,2882,2763,7839,8000
1962,3457,3233,4559,3599,2721,3581,2882,2757,7833,8000
1963,3463,3227,4565,3599,2715,3587,2882,2757,7828,8000
1964,3468,3240,4565,3603,2715,3587,2882,2757,7825,8000
1965,3480,3240,4582,3614,2721,3599,2882,2757,7832,8000
1966,3480,3233,4576,3614,2715,3599,2876,2763,7828,8000
1967,3493,3246,4586,3626,2721,3610,2882,2763,7818,8000
1968,3499,3250,4592,3631,2721,3614,2882,2757,7812,8000
1969,3503,3250,4592,3637,2715,3620,2882,2769,7809,8000
1970,3516,3256,4592,3643,2715,3626,2882,2763,7813,8000
1971,3528,3256,4599,3643,2721,3631,2882,2763,7805,8000
1972,3528,3256,4603,3643,2721,3631,2882,2763,7807,8000
1973,3528,3256,4603,3649,2715,3637,2882,2763,7804,8000
1974,3532,3256,4599,3654,2715,3643,2882,2769,7796,8000
1975,3539,3256,4603,3654,2715,3649,2882,2763,7796,8000
1976,3545,3269,4609,3660,2715,3654,2876,2757,7795,8000
1977,3545,3256,4603,3654,2709,3649,2870,2757,7783,8000
1978,3555,3256,4603,3664,2715,3660,2882,2763,7790,8000
1979,3555,3263,4615,3670,2715,3670,2882,2757,7779,8000
1980,3568,3256,4609,3670,2715,3670,2882,2763,7783,8000
1981,3581,3269,4622,3681,2721,3681,2886,2769,7774,8000
1982,3581,3269,4615,3681,2715,3681,2882,2763,7779,8000
1983,3593,3263,4622,3687,2721,3687,2886,2769,7763,8000
1984,3593,3263,4622,3687,2715,3687,2882,2763,7782,8000
1985,3599,3279,4634,3693,2721,3698,2882,2763,7775,8000
1986,3603,3275,4628,3693,2715,3698,2886,2769,7779,8000
1987,3610,3275,4634,3698,2721,3710,2882,2769,7766,8000
1988,3610,3275,4622,3698,2715,3704,2882,2763,7761,8000
1989,3610,3269,4628,3698,2709,3704,2882,2751,7765,8000
1990,3620,3275,4640,3710,2715,3716,2886,2757,7759,8000
1991,3614,3269,4628,3704,2709,3721,2876,2757,7766,8000
1992,3620,3275,4634,3704,2709,3721,2876,2751,7761,8000
1993,3626,3275,4640,3716,2715,3727,2882,2757,7760,8000
1994,3631,3279,4640,3716,2715,3733,2882,2757,7760,8000
1995,3637,3275,4645,3727,2715,3739,2882,2757,7752,8000
1996,3637,3279,4640,3733,2715,3739,2876,2763,7752,8000
1997,3643,3279,4663,3733,2715,3746,2882,2763,7758,8000
1998,3649,3279,4651,3739,2715,3750,2882,2757,7757,8000
1999,3660,3292,4663,3746,2721,3762,2882,2757,7749,8000
2000,3660,3292,4674,3746,2715,3769,2886,2774,7756,8000
2001,3670,3292,4680,3750,2715,3775,2886,2763,7756,8000
2002,3670,3292,4674,3750,2721,3775,2886,2763,7748,8000
2003,3670,3298,4680,3756,2715,3775,2886,2763,7747,8000
2004,3675,3298,4686,3762,2715,3781,2886,2763,7736,8000
2005,3681,3292,4693,3769,2715,3787,2886,2763,7746,8000
2006,3681,3298,4693,3769,2715,3787,2886,2769,7735,8000
2007,3687,3302,4699,3769,2715,3798,2886,2774,7735,8000
2008,3693,3298,4693,3775,2715,3798,2886,2774,7730,8000
2009,3698,3309,4709,3781,2721,3810,2899,2780,7744,8000
2010,3698,3309,4703,3781,2715,3815,2893,2780,7737,8000
2011,3704,3309,4703,3787,2721,3815,2893,2780,7729,8000
2012,3704,3298,4699,3781,2715,3810,2893,2774,7736,8000
2013,3710,3309,4699,3787,2715,3821,2893,2780,7722,8000
2014,3716,3298,4709,3787,2721,3827,2893,2774,7728,8000
2015,3710,3309,4699,3792,2721,3827,2899,2780,7728,8000
2016,3716,3309,4703,3792,2721,3833,2893,2780,7728,8000
2017,3721,3309,4703,3787,2715,3833,2893,2780,7721,8000
2018,3727,3302,4716,3798,2715,3833,2893,2774,7725,8000
2019,3727,3309,4709,3798,2715,3840,2893,2780,7725,8000
2020,3739,3315,4709,3798,2715,3846,2893,2774,7721,8000
2021,3746,3315,4703,3810,2721,3850,2899,2780,7724,8000
2022,3739,3309,4703,3798,2715,3850,2893,2769,7724,8000
2023,3750,3315,4703,3810,2721,3856,2899,2780,7725,8000
2024,3750,3309,4709,3804,2721,3850,2886,2769,7718,8000
2025,3756,3315,4699,3810,2721,3875,2899,2774,7664,0
2026,3750,3286,4586,3792,2709,3869,2886,2769,7639,0
2027,3750,3286,4479,3787,2715,3869,2882,2763,7634,0
2028,3739,3275,4381,3769,2709,3863,2882,2763,7620,0
2029,3739,3263,4287,3762,2709,3863,2882,2763,7620,0
2030,3733,3250,4203,3750,2702,3856,2876,2757,7620,0
2031,3727,3240,4137,3746,2709,3856,2882,2769,7614,0
2032,3721,3233,4074,3733,2709,3856,2882,2769,7612,0
2033,3721,3221,4015,3727,2709,3856,2882,2769,7608,0
2034,3710,3215,3963,3710,2709,3856,2886,2769,7601,0
2035,3710,3210,3909,3698,2709,3856,2886,2769,7610,0
2036,3704,3198,3863,3687,2709,3850,2886,2763,7603,0
2037,3698,3187,3827,3675,2709,3850,2886,2774,7607,0
2038,3687,3181,3787,3660,2709,3846,2882,2769,7609,0
2039,3681,3175,3750,3649,2709,3840,2882,2769,7608,0
2040,3675,3169,3716,3637,2709,3840,2886,2769,7606,0
2041,3670,3162,3687,3626,2709,3833,2882,2774,7607,0
2042,3670,3156,3654,3614,2709,3833,2886,2769,7618,0
2043,3664,3150,3637,3603,2709,3827,2886,2763,7609,0
2044,3654,3139,3614,3587,2715,3827,2882,2763,7617,0
2045,3649,3146,3593,3581,2709,3821,2882,2769,7616,0
2046,3643,3127,3568,3568,2702,3815,2882,2763,7614,0
2047,3631,3121,3551,3551,2709,3810,2876,2757,7616,0
2048,3631,3121,3528,3539,2709,3810,2882,2757,7622,0
2049,3631,3127,3522,3539,2715,3810,2886,2774,7628,0
2050,3620,3121,3499,3528,2721,3804,2886,2774,7622,0
2051,3614,3110,3474,3503,2715,3798,2882,2763,7624,0
2052,3610,3116,3463,3493,2715,3792,2876,2757,7642,0
2053,3603,3104,3445,3486,2715,3792,2882,2763,7648,0
2054,3599,3104,3434,3474,2715,3787,2882,2763,7642,0
2055,3587,3093,3415,3457,2709,3775,2876,2763,7656,0
2056,3574,3093,3403,3445,2709,3775,2882,2757,7654,0
2057,3568,3087,3392,3440,2709,3769,2876,2757,7658,0
2058,3568,3087,3386,3428,2715,3762,2876,2757,7657,0
2059,3555,3081,3374,3415,2715,3762,2876,2751,7657,0
2060,3555,3081,3363,3409,2715,3756,2882,2763,7674,0
2061,3545,3075,3357,3399,2715,3750,2876,2751,7675,0
2062,3545,3075,3346,3392,2715,3746,2882,2757,7679,0
2063,3539,3075,3340,3386,2715,3746,2882,2763,7683,0
2064,3532,3070,3328,3380,2728,3739,2882,2757,7692,0
2065,3528,3070,3321,3369,2715,3733,2882,2757,7685,0
2066,3509,3064,3302,3357,2721,3727,2876,2751,7697,0
2067,3509,3060,3292,3351,2721,3716,2876,2751,7691,0
2068,3503,3060,3286,3346,2721,3710,2876,2757,7696,0
2069,3493,3060,3279,3334,2721,3710,2876,2751,7705,0
2070,3493,3054,3269,3328,2721,3704,2876,2751,7713,0
2071,3480,3047,3256,3315,2721,3693,2876,2746,7717,0
2072,3468,3043,3250,3309,2721,3693,2870,2751,7727,0
2073,3463,3037,3240,3298,2715,3675,2863,2740,7720,0
2074,3457,3037,3233,3298,2715,3670,2863,2746,7724,0
2075,3451,3031,3227,3279,2715,3664,2870,2746,7736,0
2076,3445,3031,3221,3275,2715,3664,2863,2740,7728,0
2077,3440,3031,3215,3269,2715,3660,2870,2746,7742,0
2078,3434,3024,3210,3263,2715,3654,2870,2740,7741,0
2079,3434,3024,3204,3256,2715,3649,2870,2746,7743,0
2080,3428,3024,3204,3256,2721,3649,2870,2740,7751,0
2081,3422,3024,3198,3250,2721,3637,2870,2746,7750,0
2082,3415,3020,3187,3246,2721,3637,2870,2740,7760,0
2083,3415,3020,3187,3246,2715,3631,2870,2746,7766,0
2084,3403,3014,3187,3233,2721,3626,2870,2746,7769,0
2085,3403,3014,3175,3233,2721,3620,2870,2740,7768,0
2086,3403,3020,3175,3233,2728,3626,2876,2751,7771,0
2087,3399,3020,3175,3227,2728,3620,2882,2751,7777,0
2088,3386,3014,3169,3221,2721,3610,2876,2746,7774,0
2089,3380,3010,3156,3215,2721,3603,2870,2751,7771,0
2090,3380,3010,3156,3210,2721,3603,2876,2751,7791,0
2091,3374,3020,3156,3215,2734,3603,2876,2746,7788,0
2092,3374,3014,3156,3210,2734,3593,2876,2751,7790,0
2093,3363,3010,3146,3198,2728,3587,2870,2751,7803,0
2094,3357,3010,3146,3198,2728,3581,2870,2746,7812,0
2095,3357,3004,3139,3192,2728,3581,2870,2746,7804,0
2096,3351,3004,3139,3192,2728,3574,2870,2746,7802,0
2097,3346,3004,3133,3187,2734,3568,2870,2740,7805,0
2098,3346,2999,3133,3187,2734,3562,2870,2734,7813,0
2099,3340,2999,3127,3181,2734,3555,2870,2740,7818,0
2100,3334,2999,3127,3175,2734,3551,2870,2746,7819,0
2101,3328,2991,3116,3169,2734,3539,2863,2734,7826,0
2102,3321,2985,3116,3169,2734,3539,2863,2734,7827,0
2103,3315,2985,3110,3162,2734,3532,2863,2734,7825,0
2104,3315,2985,3110,3162,2734,3528,2863,2734,7829,0
2105,3315,2991,3104,3162,2734,3528,2863,2740,7835,0
2106,3298,2985,3098,3150,2734,3516,2859,2728,7838,0
2107,3298,2978,3098,3146,2734,3509,2859,2734,7841,0
2108,3298,2978,3093,3150,2734,3509,2859,2734,7837,0
2109,3292,2978,3093,3146,2734,3503,2863,2740,7833,0
2110,3286,2978,3093,3139,2734,3503,2863,2746,7835,0
2111,3286,2978,3087,3139,2734,3499,2859,2734,7837,0
2112,3269,2978,3087,3133,2734,3486,2863,2734,7853,0
2113,3269,2974,3081,3133,2734,3486,2863,2740,7833,0
2114,3263,2978,3081,3127,2734,3486,2863,2734,7853,0
2115,3256,2974,3075,3121,2734,3480,2863,2734,7841,0
2116,3250,2978,3075,3127,2734,3468,2863,2734,7852,0
2117,3250,2974,3075,3121,2734,3457,2863,2734,7850,0
2118,3240,2966,3070,3116,2728,3451,2859,2721,7866,0
2119,3233,2966,3064,3110,2728,3445,2859,2728,7856,0
2120,3240,2974,3070,3116,2734,3445,2859,2734,7861,0
2121,3233,2966,3070,3110,2734,3440,2859,2734,7867,0
2122,3227,2974,3064,3110,2734,3434,2859,2734,7871,0
2123,3227,2966,3060,3104,2734,3428,2859,2728,7880,0
2124,3221,2960,3060,3104,2728,3422,2859,2734,7882,0
2125,3215,2966,3060,3098,2734,3422,2859,2728,7886,0
2126,3215,2960,3054,3093,2734,3415,2859,2728,7878,0
2127,3215,2960,3054,3093,2734,3415,2859,2728,7883,0
2128,3204,2955,3047,3087,2728,3403,2853,2721,7888,0
2129,3198,2955,3043,3087,2728,3399,2853,2721,7885,0
2130,3204,2960,3047,3093,2734,3399,2859,2728,7890,0
2131,3192,2960,3047,3087,2734,3399,2853,2734,7897,0
2132,3192,2960,3043,3087,2728,3386,2853,2728,7893,0
2133,3187,2949,3037,3075,2728,3380,2853,2728,7904,0
2134,3187,2955,3043,3081,2734,3386,2859,2728,7906,0
2135,3181,2949,3037,3075,2728,3374,2853,2721,7902,0
2136,3187,2960,3037,3075,2728,3374,2853,2728,7908,0
2137,3181,2955,3043,3075,2728,3374,2853,2728,7912,0
2138,3187,2960,3043,3075,2734,3374,2859,2734,7912,0
2139,3175,2955,3037,3070,2728,3363,2853,2721,7912,0
2140,3181,2960,3043,3075,2734,3363,2859,2734,7908,0
2141,3169,2955,3031,3064,2728,3357,2859,2721,7916,0
2142,3169,2955,3031,3064,2728,3357,2859,2728,7912,0
2143,3162,2955,3031,3064,2728,3351,2853,2728,7915,0
2144,3162,2955,3031,3064,2728,3346,2859,2728,7923,0
2145,3162,2955,3024,3060,2734,3340,2859,2721,7933,0
2146,3156,2955,3024,3060,2734,3340,2859,2728,7924,0
2147,3156,2955,3024,3060,2734,3334,2859,2728,7929,0
2148,3146,2941,3020,3047,2728,3328,2853,2721,7923,0
2149,3150,2955,3024,3060,2734,3334,2863,2728,7928,0
2150,3139,2941,3010,3043,2721,3321,2853,2728,7928,0
2151,3139,2949,3014,3047,2728,3321,2853,2728,7932,0
2152,3133,2941,3014,3047,2728,3315,2859,2728,7929,0
2153,3127,2935,3010,3037,2721,3309,2849,2721,7935,0
2154,3127,2941,3014,3043,2728,3309,2853,2721,7937,0
2155,3121,2941,3010,3043,2728,3309,2859,2728,7945,0
2156,3121,2935,3010,3037,2721,3302,2859,2728,7942,0
2157,3127,2941,3010,3043,2728,3309,2863,2734,7949,0
2158,3127,2949,3014,3047,2734,3315,2870,2740,7941,0
2159,3127,2949,3020,3043,2734,3309,2870,2740,7937,0
2160,3133,2955,3020,3047,2740,3309,2870,2740,7956,0
2161,3127,2949,3014,3043,2734,3302,2870,2734,7946,0
2162,3121,2941,3010,3037,2734,3298,2863,2734,7953,0
2163,3110,2935,3004,3031,2728,3292,2863,2728,7957,0
2164,3110,2935,3004,3031,2728,3292,2859,2728,7956,0
2165,3104,2935,3004,3031,2734,3292,2863,2728,7951,0
2166,3098,2930,2999,3020,2728,3279,2859,2728,7953,0
2167,3098,2930,2999,3024,2728,3275,2853,2721,7963,0
2168,3104,2935,3004,3031,2734,3279,2863,2734,7959,0
2169,3104,2935,2999,3031,2734,3269,2859,2728,7959,0
2170,3110,2949,3010,3031,2740,3269,2863,2728,7969,0
2171,3104,2941,3010,3031,2740,3263,2863,2728,7957,0
2172,3110,2955,3010,3031,2740,3263,2863,2721,7965,0
2173,3104,2949,3010,3031,2734,3256,2859,2721,7962,0
2174,3104,2949,3004,3031,2740,3256,2859,2721,7956,0
2175,3104,2960,3031,3037,2746,3250,2863,2728,8019,8500
2176,3093,2960,3116,3037,2740,3250,2863,2721,8044,8500
2177,3093,2960,3192,3037,2734,3250,2859,2728,8050,8500
2178,3081,2966,3263,3043,2734,3256,2859,2721,8038,8500
2179,3081,2966,3334,3047,2734,3256,2859,2715,8043,8500
2180,3087,2974,3399,3054,2728,3263,2853,2715,8048,8500
2181,3081,2978,3457,3060,2728,3269,2849,2709,8044,8500
2182,3093,2991,3528,3070,2734,3279,2853,2715,8048,8500
2183,3104,2999,3587,3081,2734,3286,2853,2721,8032,8500
2184,3110,3010,3631,3093,2734,3298,2853,2728,8036,8500
2185,3127,3020,3675,3104,2740,3309,2859,2734,8025,8500
2186,3139,3024,3739,3121,2734,3321,2859,2728,8023,8500
2187,3139,3031,3781,3133,2734,3328,2853,2734,8021,8500
2188,3150,3043,3827,3146,2734,3340,2853,2728,8015,8500
2189,3162,3047,3863,3156,2734,3346,2859,2728,8010,8500
2190,3162,3060,3909,3169,2734,3363,2859,2734,7996,8500
2191,3181,3064,3946,3181,2734,3374,2859,2734,7992,8500
2192,3192,3075,3980,3198,2728,3380,2859,2734,7986,8500
2193,3204,3081,4015,3210,2728,3386,2863,2740,7976,8500
2194,3215,3087,4045,3227,2728,3399,2863,2740,7972,8500
2195,3227,3093,4074,3240,2728,3403,2863,2740,7982,8500
2196,3233,3098,4109,3250,2721,3415,2863,2740,7967,8500
